sweep,cell,beta,tau,eta,rho,mac,dt,converged,chosen_from,was_dup,d_score,alt_mac,alt_dt,r_mu_pct
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-26_20260711_034021,0.0,0.5,1.798692,-0.022119,466.693598149,1.18658574162,True,mc/mc_low_rmu_s_beta0_0,True,0.158439,467.102326,1.190215,2.59674178431
mc/mc_beta0_s,mc_beta0_s_gid-1109_20260710_050004,0.0,0.5,1.800808,0.004312,150.86644276,2.26325439144,True,mc/mc_beta0_s,False,,,,4.70674840225
mc/mc_infill_1_2,mc_infill_1_2_gid-68_20260714_175139,0.0,0.5,1.800967,-0.028587,627.893573276,0.834578904371,True,mc/mc_infill_1_2,False,,,,2.04552917847
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-269_20260711_034656,0.0,0.5,1.8011,-0.016586,361.184448143,1.46829976233,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.06026183775
mc/mc_beta0_s,mc_beta0_s_gid-515_20260710_075500,0.0,0.5,1.803225,0.0019,164.991626932,2.19082386673,True,mc/mc_beta0_s,False,,,,4.5279758699
mc/mc_infill_3_4,mc_infill_3_4_gid-140_20260714_171604,0.0,0.5,1.804068,0.001038,170.484832102,2.16388072334,True,mc/mc_infill_3_4,False,,,,4.46384189916
mc/mc_beta0_s,mc_beta0_s_gid-743_20260710_080731,0.0,0.5,1.804962,0.002489,161.327916553,2.20873623079,True,mc/mc_beta0_s,False,,,,4.57671616957
mc/mc_infill_2_3,mc_infill_2_3_gid-272_20260715_041553,0.0,0.5,1.805466,-0.006585,231.744378113,1.89845397485,True,mc/mc_infill_2_3,True,0.203657,231.744378,1.898454,3.87902531282
mc/mc_beta0_s,mc_beta0_s_gid-839_20260710_080433,0.0,0.5,1.808624,0.020764,89.150852908,2.64086346702,True,mc/mc_beta0_s,False,,,,5.96602325198
mc/mc_infill_1_2,mc_infill_1_2_gid-656_20260714_175040,0.0,0.5,1.809382,-0.024983,529.311135371,1.0379407282,True,mc/mc_infill_1_2,False,,,,2.37875110682
mc/mc_infill_2_3,mc_infill_2_3_gid-248_20260715_041533,0.0,0.5,1.811968,-0.014468,325.978956611,1.57164322825,True,mc/mc_infill_2_3,True,0.264838,325.978957,1.571643,3.25811282374
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-104_20260711_034024,0.0,0.5,1.812962,-0.00294,198.899835899,2.03214166757,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.17786317007
mc/mc_beta0_s,mc_beta0_s_gid-1121_20260710_050004,0.0,0.5,1.815089,0.004038,152.173388815,2.25381764713,True,mc/mc_beta0_s,False,,,,4.71627153737
mc/mc_beta0_s,mc_beta0_s_gid-371_20260710_075608,0.0,0.5,1.817933,0.008679,129.317842233,2.37919063598,True,mc/mc_beta0_s,False,,,,5.0736919196
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-149_20260711_034042,0.0,0.5,1.818241,0.001618,166.357141684,2.18133047781,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.53886157962
mc/mc_beta0_s,mc_beta0_s_gid-1445_20260710_050335,0.0,0.5,1.819979,0.007862,132.954207663,2.35787520124,True,mc/mc_beta0_s,False,,,,5.01621204376
mc/mc_infill_1_2,mc_infill_1_2_gid-62_20260714_173537,0.0,0.5,1.821631,-0.020122,419.353623411,1.30623016916,True,mc/mc_infill_1_2,False,,,,2.82245294013
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-296_20260711_034829,0.0,0.5,1.823403,-0.002385,193.969322933,2.05174941967,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.24372047828
mc/mc_beta0_s,mc_beta0_s_gid-1064_20260710_050137,0.0,0.5,1.824797,0.003273,156.309269059,2.23062249026,True,mc/mc_beta0_s,False,,,,4.67880090308
mc/mc_infill_2_3,mc_infill_2_3_gid-506_20260715_041751,0.0,0.5,1.827339,-0.008256,246.519603103,1.83781347808,True,mc/mc_infill_2_3,True,0.261754,246.48807,1.837846,3.79944450195
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-29_20260711_034021,0.0,0.5,1.829775,0.009813,124.581832854,2.40501073056,True,mc/mc_low_rmu_s_beta0_0,False,,,,5.18354752461
mc/mc_beta0_s,mc_beta0_s_gid-383_20260710_075608,0.0,0.5,1.833478,0.017515,98.3700848619,2.57200756711,True,mc/mc_beta0_s,False,,,,5.7699080634
mc/mc_infill_1_2,mc_infill_1_2_gid-524_20260714_173804,0.0,0.5,1.834152,-0.021502,443.82014228,1.24224379528,True,mc/mc_infill_1_2,False,,,,2.75440340241
mc/mc_infill_3_4,mc_infill_3_4_gid-32_20260714_175714,0.0,0.5,1.836658,-0.004053,206.508402775,1.9949798924,True,mc/mc_infill_3_4,False,,,,4.14484262295
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-20_20260711_034020,0.0,0.5,1.837295,-0.019924,410.858596521,1.32357965635,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.87960841266
mc/mc_infill_2_3,mc_infill_2_3_gid-398_20260715_041534,0.0,0.5,1.839541,-0.010998,275.640162294,1.7307822166,True,mc/mc_infill_2_3,True,0.223852,275.640162,1.730782,3.6074893355
mc/mc_infill_1_2,mc_infill_1_2_gid-194_20260714_174609,0.0,0.5,1.843123,-0.028801,599.097949357,0.863215318605,True,mc/mc_infill_1_2,False,,,,2.15075638235
mc/mc_infill_2_3,mc_infill_2_3_gid-200_20260715_040903,0.0,0.5,1.844459,-0.015066,328.472076362,1.55787767099,True,mc/mc_infill_2_3,True,0.207268,328.472076,1.557878,3.28830721461
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-74_20260711_034024,0.0,0.5,1.845508,0.009405,126.337546143,2.39184564634,True,mc/mc_low_rmu_s_beta0_0,False,,,,5.18500848993
mc/mc_beta0_s,mc_beta0_s_gid-1097_20260710_045238,0.0,0.5,1.846298,0.002302,161.480313933,2.20029393904,True,mc/mc_beta0_s,False,,,,4.65092730226
mc/mc_infill_lt1_ws,mc_infill_lt1_ws_gid-221_20260715_232404,0.0,0.5,1.847404,-0.034779,673.328128753,0.59732724357,True,mc/mc_infill_lt1_ws,True,0.104821,768.954291,0.494934,1.71069831041
mc/mc_infill_1_2,mc_infill_1_2_gid-488_20260714_173103,0.0,0.5,1.851656,-0.029138,603.833812978,0.846298298359,True,mc/mc_infill_1_2,False,,,,2.13313050079
mc/mc_infill_2_3,mc_infill_2_3_gid-110_20260715_040916,0.0,0.5,1.851959,-0.006412,226.016330085,1.91198826351,True,mc/mc_infill_2_3,True,0.191953,226.010887,1.912006,3.99731681971
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-449_20260711_035052,0.0,0.5,1.852682,0.003572,154.123562123,2.23673428182,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.76054709714
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-194_20260711_034029,0.0,0.5,1.85493,-0.017796,368.42000795,1.43743174256,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.09529667303
mc/mc_infill_3_4,mc_infill_3_4_gid-8_20260714_173234,0.0,0.5,1.85523,0.008139,131.725983034,2.35867413441,True,mc/mc_infill_3_4,False,,,,5.10979657472
mc/mc_infill_1_2,mc_infill_1_2_gid-146_20260714_171702,0.0,0.5,1.858265,-0.029442,601.876816358,0.824428043459,True,mc/mc_infill_1_2,False,,,,2.126084596
mc/mc_infill_1_2,mc_infill_1_2_gid-278_20260714_174956,0.0,0.5,1.861347,-0.026213,537.898109869,1.00742326523,True,mc/mc_infill_1_2,False,,,,2.41113208252
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-347_20260711_034528,0.0,0.5,1.861883,-0.007949,239.79882979,1.85632739164,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.90119623635
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-5_20260714_175206,0.0,0.5,1.862947,-0.029241,614.34202621,0.856975974785,True,mc/mc_infill_lt1_beta0_0,False,,,,2.18259064622
mc/mc_beta0_s,mc_beta0_s_gid-212_20260710_075121,0.0,0.5,1.863016,0.003136,156.336584925,2.22328548379,True,mc/mc_beta0_s,False,,,,4.74942920264
mc/mc_infill_2_3,mc_infill_2_3_gid-590_20260715_041753,0.0,0.5,1.866631,-0.00707,230.853810027,1.88996565316,True,mc/mc_infill_2_3,True,0.262828,230.85381,1.889966,3.97949440024
mc/mc_beta0_s,mc_beta0_s_gid-569_20260710_075518,0.0,0.5,1.869635,0.00447,149.067120946,2.26012880726,True,mc/mc_beta0_s,False,,,,4.86384467061
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-251_20260711_034530,0.0,0.5,1.87018,-0.015025,322.909284882,1.57009341293,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.35309853933
mc/mc_infill_1_2,mc_infill_1_2_gid-236_20260714_173404,0.0,0.5,1.870841,-0.027264,561.111181746,0.956424660323,True,mc/mc_infill_1_2,False,,,,2.34533918092
mc/mc_beta0_s,mc_beta0_s_gid-434_20260710_075456,0.0,0.5,1.872589,0.017011,100.636632318,2.5501744573,True,mc/mc_beta0_s,False,,,,5.80851666637
mc/mc_infill_2_3,mc_infill_2_3_gid-518_20260715_041751,0.0,0.5,1.876651,-0.006516,224.838413509,1.91175561016,True,mc/mc_infill_2_3,True,0.372658,224.838414,1.911756,4.04470980849
mc/mc_beta0_s,mc_beta0_s_gid-797_20260710_080924,0.0,0.5,1.877436,0.010287,122.985729523,2.4062601184,True,mc/mc_beta0_s,False,,,,5.31591722169
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-80_20260711_034023,0.0,0.5,1.879414,-0.013915,306.108689942,1.62122705867,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.46714591604
mc/mc_beta0_s,mc_beta0_s_gid-488_20260710_075625,0.0,0.5,1.882174,0.018357,97.1526286688,2.57254300138,True,mc/mc_beta0_s,False,,,,5.92755298697
mc/mc_infill_1_2,mc_infill_1_2_gid-530_20260714_173804,0.0,0.5,1.882196,-0.020876,414.841593251,1.30412130141,True,mc/mc_infill_1_2,False,,,,2.91510944145
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-383_20260711_034705,0.0,0.5,1.882847,-0.021227,420.224097721,1.28862934538,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.8858004814
mc/mc_infill_3_4,mc_infill_3_4_gid-98_20260714_172002,0.0,0.5,1.88476,0.005308,144.660319901,2.28098591503,True,mc/mc_infill_3_4,False,,,,4.95825081253
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-200_20260715_002803,0.0,0.5,1.88732,-0.011251,272.021752212,1.73377187215,True,mc/mc_infill_2_3_b,True,0.218226,272.019529,1.733904,3.70243248225
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-143_20260711_034025,0.0,0.5,1.888711,-0.010336,261.630074155,1.77024740126,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.77796970579
mc/mc_beta0_s,mc_beta0_s_gid-752_20260710_080731,0.0,0.5,1.889044,0.012986,113.354635732,2.46384300149,True,mc/mc_beta0_s,False,,,,5.5405674366
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-206_20260714_175006,0.0,0.5,1.890393,-0.030806,623.691482107,0.791846904504,True,mc/mc_infill_lt1_beta0_0,False,,,,2.10060942969
mc/mc_infill_1_2,mc_infill_1_2_gid-158_20260714_220148,0.0,0.5,1.890729,-0.024719,489.498141575,1.11445851646,True,mc/mc_infill_1_2,False,,,,2.61986465854
mc/mc_beta0_s,mc_beta0_s_gid-509_20260710_080024,0.0,0.5,1.890997,0.002941,156.836455183,2.21543990917,True,mc/mc_beta0_s,False,,,,4.79361203106
mc/mc_infill_3_4,mc_infill_3_4_gid-74_20260714_162509,0.0,0.5,1.89168,0.007921,132.643313184,2.34684686393,True,mc/mc_infill_3_4,False,,,,5.16800515775
mc/mc_infill_2_3,mc_infill_2_3_gid-464_20260715_041752,0.0,0.5,1.891736,-0.013786,302.326239846,1.63077318823,True,mc/mc_infill_2_3,True,0.228268,302.32624,1.630773,3.50809298049
mc/mc_beta0_s,mc_beta0_s_gid-728_20260710_080222,0.0,0.5,1.892276,0.009052,127.930820332,2.37416000633,True,mc/mc_beta0_s,False,,,,5.25366109839
mc/mc_beta0_s,mc_beta0_s_gid-146_20260710_074853,0.0,0.5,1.898641,0.003672,152.763132053,2.23519541337,True,mc/mc_beta0_s,False,,,,4.86445064455
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-191_20260711_034029,0.0,0.5,1.898953,-0.009914,255.82216764,1.78915538599,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.8336073238
mc/mc_infill_2_3,mc_infill_2_3_gid-410_20260715_041700,0.0,0.5,1.900193,-0.012737,287.699912527,1.67748071507,True,mc/mc_infill_2_3,True,0.262981,287.699913,1.677481,3.61392498119
mc/mc_infill_1_2,mc_infill_1_2_gid-548_20260714_175509,0.0,0.5,1.900652,-0.029482,583.973691092,0.870273076076,True,mc/mc_infill_1_2,False,,,,2.22333318415
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-386_20260711_034705,0.0,0.5,1.900725,-0.023282,457.262374385,1.19474017756,True,mc/mc_low_rmu_s_beta0_0,True,0.060194,456.274824,1.195791,2.76304698144
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-332_20260714_174707,0.0,0.5,1.903683,-0.028786,578.569488944,0.909588201167,True,mc/mc_infill_lt1_beta0_0,False,,,,2.30027646757
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-215_20260711_034528,0.0,0.5,1.908637,-0.000422,176.266650891,2.11620083044,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.57794331792
mc/mc_infill_1_2,mc_infill_1_2_gid-254_20260714_174956,0.0,0.5,1.910524,-0.023476,456.847134063,1.19264302469,True,mc/mc_infill_1_2,False,,,,2.77168585531
mc/mc_infill_3_4,mc_infill_3_4_gid-266_20260714_174235,0.0,0.5,1.91321,-0.001272,181.628772639,2.09014471972,True,mc/mc_infill_3_4,False,,,,4.52368462054
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-122_20260714_213242,0.0,0.5,1.914081,-0.011421,270.327496829,1.73425087864,True,mc/mc_infill_2_3_a,True,0.193901,270.285668,1.734354,3.75206460413
mc/mc_beta0_s,mc_beta0_s_gid-167_20260710_075033,0.0,0.5,1.915372,0.003772,151.940061599,2.23634365797,True,mc/mc_beta0_s,False,,,,4.90672228384
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-209_20260711_034528,0.0,0.5,1.916271,-0.00721,227.615540066,1.89273537653,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.07974790523
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-56_20260714_180822,0.0,0.5,1.916308,-0.034486,675.958065631,0.625221473385,True,mc/mc_infill_lt1_beta0_0,False,,,,1.90463148863
mc/mc_infill_1_2,mc_infill_1_2_gid-512_20260714_174110,0.0,0.5,1.917879,-0.022535,434.963225174,1.24549881318,True,mc/mc_infill_1_2,False,,,,2.86569599886
mc/mc_beta0_s,mc_beta0_s_gid-638_20260710_075952,0.0,0.5,1.920787,0.008254,131.200837022,2.34989291883,True,mc/mc_beta0_s,False,,,,5.25186144259
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-20_20260715_002544,0.0,0.5,1.921497,-0.013996,299.884370841,1.63272383285,True,mc/mc_infill_2_3_b,True,0.145172,299.889122,1.632758,3.56383978424
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-65_20260711_034023,0.0,0.5,1.921554,-0.001957,185.863856867,2.06898276133,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.48989820292
mc/mc_beta0_s,mc_beta0_s_gid-1265_20260710_045648,0.0,0.5,1.926547,0.012069,116.869290366,2.43518816854,True,mc/mc_beta0_s,False,,,,5.54659922121
mc/mc_infill_1_2,mc_infill_1_2_gid-14_20260714_173604,0.0,0.5,1.927883,-0.026094,506.802704047,1.0712910623,True,mc/mc_infill_1_2,False,,,,2.59984819358
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-182_20260714_174109,0.0,0.5,1.928004,-0.032439,655.229762632,0.737770304895,True,mc/mc_infill_lt1_beta0_0,False,,,,2.1265498911
mc/mc_infill_1_2,mc_infill_1_2_gid-104_20260714_175638,0.0,0.5,1.931785,-0.018434,360.446623798,1.44560810714,True,mc/mc_infill_1_2,False,,,,3.23070305197
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-377_20260711_034537,0.0,0.5,1.931841,-0.013277,289.369820142,1.66572392775,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.64673966787
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-35_20260714_174735,0.0,0.5,1.933091,-0.032542,661.93624092,0.706441279343,True,mc/mc_infill_lt1_beta0_0,False,,,,2.0578704482
mc/mc_infill_2_3,mc_infill_2_3_gid-338_20260715_041537,0.0,0.5,1.934861,-0.013674,293.687692571,1.6504549706,True,mc/mc_infill_2_3,True,0.204742,293.699708,1.650545,3.62216102008
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-134_20260711_034025,0.0,0.5,1.935942,0.002146,160.136271735,2.18997982841,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.82804401927
mc/mc_infill_2_3,mc_infill_2_3_gid-266_20260715_041553,0.0,0.5,1.940697,-0.009325,245.034256389,1.82056026857,True,mc/mc_infill_2_3,True,0.305885,245.034256,1.82056,3.97260009108
mc/mc_beta0_s,mc_beta0_s_gid-791_20260710_080924,0.0,0.5,1.941395,0.000654,168.457296747,2.14741368799,True,mc/mc_beta0_s,False,,,,4.72799457518
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-287_20260711_034701,0.0,0.5,1.941842,-0.010752,259.390758468,1.76745500092,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.86602252739
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-83_20260714_175406,0.0,0.5,1.942558,-0.035463,683.780924626,0.633825191123,True,mc/mc_infill_lt1_beta0_0,False,,,,1.94277593263
mc/mc_infill_3_4,mc_infill_3_4_gid-260_20260714_174235,0.0,0.5,1.944498,-0.002996,191.876964225,2.03720751802,True,mc/mc_infill_3_4,False,,,,4.46086056938
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-2_20260714_223744,0.0,0.5,1.946738,-0.03427,695.763829582,0.67101493405,True,mc/mc_infill_lt1_beta0_0,False,,,,2.03601783213
mc/mc_infill_1_2,mc_infill_1_2_gid-614_20260714_175406,0.0,0.5,1.94755,-0.022658,428.466887816,1.25730698961,True,mc/mc_infill_1_2,False,,,,2.93148621539
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-407_20260711_034534,0.0,0.5,1.949856,-0.02157,406.881208048,1.3114329003,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.02811741339
mc/mc_infill_1_2,mc_infill_1_2_gid-212_20260714_174609,0.0,0.5,1.951602,-0.024322,460.423886802,1.17882217996,True,mc/mc_infill_1_2,False,,,,2.80393589986
mc/mc_beta0_s,mc_beta0_s_gid-362_20260710_075125,0.0,0.5,1.95493,0.013303,113.067348309,2.45425900296,True,mc/mc_beta0_s,False,,,,5.69364300269
mc/mc_infill_2_3,mc_infill_2_3_gid-548_20260715_041800,0.0,0.5,1.957685,-0.016145,321.525861647,1.55701746017,True,mc/mc_infill_2_3,True,0.192617,321.525862,1.557017,3.47861784508
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-56_20260711_034023,0.0,0.5,1.958059,-0.008836,238.509178947,1.84184142696,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.04853897862
mc/mc_infill_3_4,mc_infill_3_4_gid-152_20260714_173033,0.0,0.5,1.959522,0.000573,168.309655865,2.14456601788,True,mc/mc_infill_3_4,False,,,,4.75993436142
mc/mc_infill_1_2,mc_infill_1_2_gid-344_20260714_172102,0.0,0.5,1.960822,-0.028031,536.931419283,0.994810382694,True,mc/mc_infill_1_2,False,,,,2.52741402361
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-119_20260714_173904,0.0,0.5,1.961747,-0.038636,824.358124661,0.426808773061,True,mc/mc_infill_lt1_beta0_0,False,,,,1.66844353766
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-260_20260711_034656,0.0,0.5,1.965778,0.013008,114.114194196,2.44567742263,True,mc/mc_low_rmu_s_beta0_0,False,,,,5.69302337581
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-119_20260711_034023,0.0,0.5,1.968638,0.000482,168.518317351,2.14174329501,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.77219273981
mc/mc_infill_2_3,mc_infill_2_3_gid-566_20260715_041959,0.0,0.5,1.969135,-0.008746,236.503473882,1.84717852636,True,mc/mc_infill_2_3,True,0.214535,236.503474,1.847179,4.07986891984
mc/mc_infill_1_2,mc_infill_1_2_gid-572_20260714_174636,0.0,0.5,1.969621,-0.019409,366.469031279,1.42049729967,True,mc/mc_infill_1_2,False,,,,3.24264284069
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-236_20260714_165359,0.0,0.5,1.972472,-0.036028,682.444779551,0.58313972629,True,mc/mc_infill_lt1_beta0_0,False,,,,1.91894182591
mc/mc_infill_2_3,mc_infill_2_3_gid-392_20260715_041534,0.0,0.5,1.974585,-0.007882,228.179772916,1.87856218065,True,mc/mc_infill_2_3,True,0.209203,228.179773,1.878562,4.15741054236
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-248_20260711_034803,0.0,0.5,1.975081,-0.005543,208.777433714,1.95763304692,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.33509493232
mc/mc_infill_1_2,mc_infill_1_2_gid-272_20260714_175005,0.0,0.5,1.97534,-0.023571,436.788091852,1.2304638621,True,mc/mc_infill_1_2,False,,,,2.9250938018
mc/mc_wrongbasin_ws,mc_wrongbasin_ws_gid-31_20260713_015044,0.0,0.5,1.980808,-0.02191,405.197444778,1.3116485067,True,mc/mc_wrongbasin_ws,True,0.215544,405.089215,1.314307,3.07460540611
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-116_20260714_213242,0.0,0.5,1.981104,-0.008207,230.426681737,1.86836620185,True,mc/mc_infill_2_3_a,True,0.249125,230.418775,1.86836,4.14712709646
mc/mc_infill_1_2,mc_infill_1_2_gid-326_20260714_175106,0.0,0.5,1.985139,-0.0244,449.620716216,1.19612671737,True,mc/mc_infill_1_2,False,,,,2.88373766078
mc/mc_beta0_s,mc_beta0_s_gid-1328_20260710_045913,0.0,0.5,1.986812,0.000495,167.79830727,2.14167500865,True,mc/mc_beta0_s,False,,,,4.81100533288
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-254_20260711_034529,0.0,0.5,1.987466,-0.010303,249.277715233,1.7950742732,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.00224061198
mc/mc_infill_3_4,mc_infill_3_4_gid-224_20260714_174737,0.0,0.5,1.991049,-0.003647,193.719821263,2.01954180859,True,mc/mc_infill_3_4,False,,,,4.5115287536
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-140_20260711_034025,0.0,0.5,1.993491,0.005788,141.178756093,2.27966244038,True,mc/mc_low_rmu_s_beta0_0,False,,,,5.21595854654
mc/mc_infill_lt1_beta0_0,mc_infill_lt1_beta0_0_gid-176_20260714_174205,0.0,0.5,1.997908,-0.028486,530.449090505,0.996450142272,True,mc/mc_infill_lt1_beta0_0,False,,,,2.56790732855
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-80_20260715_002410,0.0,0.5,1.999411,-0.015542,305.832367258,1.59810413015,True,mc/mc_infill_2_3_b,True,0.261656,305.7641,1.59836,3.62823884904
mc/mc_beta0_s,mc_beta0_s_gid-1386_20260710_050007,0.0,0.998,1.000258,0.038948,41.4333880028,3.13048324627,True,mc/mc_beta0_s,False,,,,5.82943460775
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-198_20260711_034023,0.0,0.998,1.000345,0.002646,226.651869639,2.03002420798,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.66642011522
mc/mc_infill_2_3,mc_infill_2_3_gid-165_20260715_040903,0.0,0.998,1.002129,-0.016226,738.697448952,0.695824439517,True,mc/mc_infill_2_3,True,0.168804,719.598938,0.710438,1.07572864303
mc/mc_beta0_s,mc_beta0_s_gid-402_20260710_075430,0.0,0.998,1.003737,0.03078,122.551861677,2.40254007279,True,mc/mc_beta0_s,False,,,,5.14732607935
mc/mc_beta0_s,mc_beta0_s_gid-1155_20260710_045241,0.0,0.998,1.005713,0.024463,159.935502124,2.19044878018,True,mc/mc_beta0_s,False,,,,4.61816956211
mc/mc_beta0_s,mc_beta0_s_gid-477_20260710_075704,0.0,0.998,1.006894,0.010339,260.066929084,1.79451287664,True,mc/mc_beta0_s,False,,,,3.43412637715
mc/mc_beta0_s,mc_beta0_s_gid-876_20260710_081238,0.0,0.998,1.008942,0.012173,245.846521116,1.84029323799,True,mc/mc_beta0_s,False,,,,3.59874268847
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-414_20260711_035052,0.0,0.998,1.009108,-0.011571,607.841414351,0.931210376566,True,mc/mc_low_rmu_s_beta0_0,False,,,,1.57430214374
mc/mc_beta0_s,mc_beta0_s_gid-1059_20260710_045315,0.0,0.998,1.01062,0.032369,133.615682285,2.31216572703,True,mc/mc_beta0_s,False,,,,5.2976458
mc/mc_beta0_s,mc_beta0_s_gid-105_20260710_074742,0.0,0.998,1.012344,0.01915,196.032810578,2.02508434515,True,mc/mc_beta0_s,False,,,,4.18622333874
mc/mc_infill_3_4,mc_infill_3_4_gid-117_20260714_172903,0.0,0.998,1.014268,-0.002172,420.294199651,1.33729324852,True,mc/mc_infill_3_4,False,,,,2.40603462116
mc/mc_infill_2_3,mc_infill_2_3_gid-213_20260715_041309,0.0,0.998,1.015159,-0.007632,520.033628205,1.11027423508,True,mc/mc_infill_2_3,True,0.010176,519.748911,1.11033,1.94299202184
mc/mc_beta0_s,mc_beta0_s_gid-678_20260710_080026,0.0,0.998,1.015863,0.012519,243.853945069,1.84204692784,True,mc/mc_beta0_s,False,,,,3.64299062433
mc/mc_beta0_s,mc_beta0_s_gid-1116_20260710_050004,0.0,0.998,1.016513,0.012833,241.222744151,1.85103445755,True,mc/mc_beta0_s,False,,,,3.67030121729
mc/mc_wrongbasin_ws,mc_wrongbasin_ws_gid-14_20260713_014930,0.0,0.998,1.018999,-0.004837,465.839210153,1.2307336374,True,mc/mc_wrongbasin_ws,True,0.181936,465.59378,1.230852,2.19243965356
mc/mc_beta0_s,mc_beta0_s_gid-1131_20260710_050004,0.0,0.998,1.019421,0.022416,177.953454599,2.10066964994,True,mc/mc_beta0_s,False,,,,4.47625489409
mc/mc_beta0_s,mc_beta0_s_gid-579_20260710_075628,0.0,0.998,1.022413,0.01512,223.237499608,1.91523375122,True,mc/mc_beta0_s,False,,,,3.87278776425
