sweep,cell,beta,tau,eta,rho,mac,dt,converged,chosen_from,was_dup,d_score,alt_mac,alt_dt,r_mu_pct
mc/mc_infill_1_2,mc_infill_1_2_gid-449_20260714_175637,0.5,0.5,1.280729,-0.02053,677.934887794,0.757496856215,True,mc/mc_infill_1_2,False,,,,1.20122859799
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1424_20260710_055414,0.5,0.5,1.283762,0.009083,166.211839737,2.24019746668,True,mc/mc_beta0.5_s,False,,,,3.87334017257
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-278_20260711_043312,0.5,0.5,1.284433,-0.014384,504.709372282,1.14797646508,True,mc/mc_low_rmu_s_beta0_5,False,,,,1.76854294547
mc/mc_beta0.5_s,mc_beta0.5_s_gid-305_20260710_102747,0.5,0.5,1.285616,0.019208,111.685598813,2.53553696159,True,mc/mc_beta0.5_s,False,,,,4.71914105299
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-290_20260711_043405,0.5,0.5,1.287291,-0.015835,540.615706052,1.06247287769,True,mc/mc_low_rmu_s_beta0_5,False,,,,1.64636826996
mc/mc_infill_2_3,mc_infill_2_3_gid-533_20260715_041750,0.5,0.5,1.288669,-0.015831,539.557278615,1.06777265002,True,mc/mc_infill_2_3,True,0.154002,539.557279,1.067773,1.65370454139
mc/mc_beta0.5_s,mc_beta0.5_s_gid-290_20260710_100209,0.5,0.5,1.289609,0.013836,136.971376365,2.38913428084,True,mc/mc_beta0.5_s,False,,,,4.28377004407
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1223_20260710_054049,0.5,0.5,1.291792,0.012825,142.612708035,2.35859435529,True,mc/mc_beta0.5_s,False,,,,4.20474867893
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-11_20260715_002403,0.5,0.5,1.292378,-0.009915,402.032487368,1.41024159959,True,mc/mc_infill_2_3_b,True,0.225328,402.416551,1.409695,2.21827796008
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-95_20260711_042827,0.5,0.5,1.29562,0.007947,174.434397886,2.19988900134,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.80583183433
mc/mc_beta0.5_s,mc_beta0.5_s_gid-359_20260710_100240,0.5,0.5,1.301076,0.026475,87.7056137632,2.69087211139,True,mc/mc_beta0.5_s,False,,,,5.34894891878
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-71_20260711_042827,0.5,0.5,1.301378,-0.013041,467.420048614,1.23945716139,True,mc/mc_low_rmu_s_beta0_5,False,,,,1.94914529712
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1334_20260710_054815,0.5,0.5,1.303739,0.012156,146.696443159,2.33583256674,True,mc/mc_beta0.5_s,False,,,,4.17626412316
mc/mc_infill_3_4,mc_infill_3_4_gid-245_20260714_174609,0.5,0.5,1.304586,0.009765,161.665941735,2.26003821025,True,mc/mc_infill_3_4,False,,,,3.97865879318
mc/mc_infill_2_3,mc_infill_2_3_gid-257_20260715_041533,0.5,0.5,1.304733,-0.007328,352.005720831,1.5510421716,True,mc/mc_infill_2_3,True,0.013666,352.005721,1.551042,2.49240068842
mc/mc_beta0.5_s,mc_beta0.5_s_gid-233_20260710_112548,0.5,0.5,1.305084,0.00809,173.379360147,2.20378527265,True,mc/mc_beta0.5_s,False,,,,3.8400160993
mc/mc_infill_1_2,mc_infill_1_2_gid-419_20260714_175037,0.5,0.5,1.306036,-0.021778,704.411699124,0.707242357811,True,mc/mc_infill_1_2,False,,,,1.14521196586
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1463_20260710_055110,0.5,0.5,1.310507,0.027747,84.6595506457,2.71134793188,True,mc/mc_beta0.5_s,False,,,,5.47246427591
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-89_20260711_042827,0.5,0.5,1.312079,-0.009746,395.059105105,1.42795241343,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.28856600232
mc/mc_beta0.5_s,mc_beta0.5_s_gid-101_20260710_095335,0.5,0.5,1.312483,0.004752,200.098446622,2.08336982953,True,mc/mc_beta0.5_s,False,,,,3.57715150346
mc/mc_beta0.5_s,mc_beta0.5_s_gid-296_20260710_100606,0.5,0.5,1.314095,0.020334,108.303992342,2.55354801892,True,mc/mc_beta0.5_s,False,,,,4.87289776255
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-371_20260711_043402,0.5,0.5,1.315614,0.009256,165.195254308,2.24163593343,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.96177489552
mc/mc_beta0.5_s,mc_beta0.5_s_gid-596_20260710_100923,0.5,0.5,1.316157,0.01136,151.663369377,2.30885285508,True,mc/mc_beta0.5_s,False,,,,4.13846129249
mc/mc_infill_3_4,mc_infill_3_4_gid-53_20260714_162303,0.5,0.5,1.316173,0.001465,231.592352442,1.95483218107,True,mc/mc_infill_3_4,False,,,,3.30777869714
mc/mc_infill_1_2,mc_infill_1_2_gid-137_20260714_175449,0.5,0.5,1.317899,-0.020223,657.961106558,0.812282014347,True,mc/mc_infill_1_2,False,,,,1.33284709906
mc/mc_beta0.5_s,mc_beta0.5_s_gid-149_20260710_095338,0.5,0.5,1.318408,3.6e-05,247.112364925,1.89564063733,True,mc/mc_beta0.5_s,False,,,,3.19020403909
mc/mc_infill_2_3,mc_infill_2_3_gid-191_20260715_040902,0.5,0.5,1.318948,-0.015322,516.843319149,1.11932104592,True,mc/mc_infill_2_3,True,0.033124,516.843319,1.119321,1.79366093825
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1430_20260710_055414,0.5,0.5,1.321232,0.016888,122.807317337,2.46543619889,True,mc/mc_beta0.5_s,False,,,,4.60565937237
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-23_20260711_042820,0.5,0.5,1.324061,0.013564,139.250393188,2.37313613273,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.33848288515
mc/mc_infill_2_3,mc_infill_2_3_gid-485_20260715_041751,0.5,0.5,1.326482,-0.00898,377.521171444,1.47497520997,True,mc/mc_infill_2_3,True,0.134169,377.521171,1.474975,2.40045013234
mc/mc_beta0.5_s,mc_beta0.5_s_gid-266_20260710_100222,0.5,0.5,1.326906,0.007278,179.431775986,2.17327234836,True,mc/mc_beta0.5_s,False,,,,3.82331116681
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-113_20260711_042910,0.5,0.5,1.32773,-0.017371,567.500968207,1.0050072431,True,mc/mc_low_rmu_s_beta0_5,False,,,,1.63073915146
mc/mc_beta0.5_s,mc_beta0.5_s_gid-737_20260710_101409,0.5,0.5,1.328275,0.006709,183.781490395,2.15327337791,True,mc/mc_beta0.5_s,False,,,,3.77902741175
mc/mc_infill_1_2,mc_infill_1_2_gid-245_20260714_174956,0.5,0.5,1.330302,-0.020354,648.319008008,0.820680827605,True,mc/mc_infill_1_2,False,,,,1.35681540997
mc/mc_beta0.5_s,mc_beta0.5_s_gid-431_20260710_100307,0.5,0.5,1.333771,0.017539,120.365551768,2.47840165915,True,mc/mc_beta0.5_s,False,,,,4.68631381008
mc/mc_infill_2_3,mc_infill_2_3_gid-65_20260715_040902,0.5,0.5,1.334198,-0.01567,519.139206718,1.10901374243,True,mc/mc_infill_2_3,True,0.052837,519.139207,1.109014,1.81256895387
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1460_20260710_055110,0.5,0.5,1.337688,0.007756,175.913367723,2.18834114124,True,mc/mc_beta0.5_s,False,,,,3.88829891842
mc/mc_infill_1_2,mc_infill_1_2_gid-191_20260714_174609,0.5,0.5,1.33774,-0.022353,712.199641711,0.691199007257,True,mc/mc_infill_1_2,False,,,,1.23009671671
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-359_20260711_043412,0.5,0.5,1.339616,-0.006352,331.111966026,1.61020289183,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.67500716962
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1235_20260710_054050,0.5,0.5,1.339651,0.025603,91.9155200877,2.65785879168,True,mc/mc_beta0.5_s,False,,,,5.35685711803
mc/mc_infill_3_4,mc_infill_3_4_gid-215_20260714_174609,0.5,0.5,1.341606,0.006144,188.180852957,2.13207282648,True,mc/mc_infill_3_4,False,,,,3.76330685107
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1043_20260710_053703,0.5,0.5,1.342599,0.010958,154.589567388,2.29111293373,True,mc/mc_beta0.5_s,False,,,,4.16533134462
mc/mc_infill_1_2,mc_infill_1_2_gid-41_20260714_180824,0.5,0.5,1.343177,-0.024185,740.297085268,0.597724881229,True,mc/mc_infill_1_2,False,,,,1.08466122836
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-362_20260711_043412,0.5,0.5,1.345009,-0.018983,606.591776241,0.92251691293,True,mc/mc_low_rmu_s_beta0_5,True,0.053578,606.34827,0.914697,1.52095431938
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-170_20260711_042828,0.5,0.5,1.347112,0.014697,134.041241082,2.39908282088,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.48279019185
mc/mc_beta0.5_s,mc_beta0.5_s_gid-956_20260710_102310,0.5,0.5,1.34763,0.009456,164.209118612,2.242888637,True,mc/mc_beta0.5_s,False,,,,4.05203606186
mc/mc_infill_2_3,mc_infill_2_3_gid-479_20260715_041803,0.5,0.5,1.348,-0.011235,416.675113195,1.36594072996,True,mc/mc_infill_2_3,True,0.196899,416.675113,1.365941,2.24977247893
mc/mc_infill_2_3,mc_infill_2_3_gid-329_20260715_041553,0.5,0.5,1.352371,-0.016564,536.922173091,1.06786092266,True,mc/mc_infill_2_3,True,0.065973,537.769071,1.069171,1.78474230676
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1103_20260710_053658,0.5,0.5,1.353928,0.001467,230.113113701,1.95629934813,True,mc/mc_beta0.5_s,False,,,,3.40101066657
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-368_20260711_043315,0.5,0.5,1.355306,0.004049,205.596468108,2.05525280013,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.62092965514
mc/mc_infill_1_2,mc_infill_1_2_gid-287_20260714_174956,0.5,0.5,1.356329,-0.01934,612.518763316,0.908026172197,True,mc/mc_infill_1_2,False,,,,1.54145903686
mc/mc_beta0.5_s,mc_beta0.5_s_gid-959_20260710_102309,0.5,0.5,1.356721,0.002732,217.603447757,2.00560967214,True,mc/mc_beta0.5_s,False,,,,3.51407942878
mc/mc_infill_3_4,mc_infill_3_4_gid-239_20260714_162930,0.5,0.5,1.357619,-0.00144,261.958034832,1.83707685479,True,mc/mc_infill_3_4,False,,,,3.15984679475
mc/mc_beta0.5_s,mc_beta0.5_s_gid-509_20260710_100237,0.5,0.5,1.359465,0.020174,110.752647868,2.53364626973,True,mc/mc_beta0.5_s,False,,,,4.95635247781
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-242_20260711_043319,0.5,0.5,1.360318,0.013812,138.953430131,2.37084767996,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.43952816813
mc/mc_infill_2_3,mc_infill_2_3_gid-335_20260715_041532,0.5,0.5,1.360743,-0.009083,373.53898126,1.48226252619,True,mc/mc_infill_2_3,True,0.079201,373.721489,1.482504,2.48568042601
mc/mc_beta0.5_s,mc_beta0.5_s_gid-770_20260710_101343,0.5,0.5,1.361879,0.024798,95.3318540711,2.6324873836,True,mc/mc_beta0.5_s,False,,,,5.33702549588
mc/mc_beta0.5_s,mc_beta0.5_s_gid-47_20260710_095304,0.5,0.5,1.365424,0.013385,141.346113484,2.35744043269,True,mc/mc_beta0.5_s,False,,,,4.41592208477
mc/mc_beta0.5_s,mc_beta0.5_s_gid-944_20260710_102306,0.5,0.5,1.367936,0.030221,81.2542844354,2.72971734167,True,mc/mc_beta0.5_s,False,,,,5.78922112415
mc/mc_beta0.5_s,mc_beta0.5_s_gid-887_20260710_101508,0.5,0.5,1.371652,0.000258,242.049119512,1.908470384,True,mc/mc_beta0.5_s,False,,,,3.34366954974
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-137_20260714_213242,0.5,0.5,1.37171,-0.017035,542.088644702,1.05763511888,True,mc/mc_infill_2_3_a,True,0.112515,543.372825,1.05379,1.79194493538
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-398_20260711_043319,0.5,0.5,1.372935,-0.014316,476.361393993,1.21062182351,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.04906172751
mc/mc_beta0.5_s,mc_beta0.5_s_gid-116_20260710_094633,0.5,0.5,1.373919,0.017223,123.250898558,2.45731331172,True,mc/mc_beta0.5_s,False,,,,4.74736081591
mc/mc_beta0.5_s,mc_beta0.5_s_gid-917_20260710_101827,0.5,0.5,1.374784,0.020782,109.183162166,2.54177840524,True,mc/mc_beta0.5_s,False,,,,5.03807738797
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-302_20260711_043405,0.5,0.5,1.378332,-0.020248,624.030530866,0.865369066444,True,mc/mc_low_rmu_s_beta0_5,True,0.11864,630.051684,0.867149,1.48963532766
mc/mc_beta0.5_s,mc_beta0.5_s_gid-557_20260710_100748,0.5,0.5,1.38177,0.031447,79.1722771429,2.7433520959,True,mc/mc_beta0.5_s,False,,,,5.91591488982
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1079_20260710_053703,0.5,0.5,1.382499,0.00638,186.348251231,2.13562991741,True,mc/mc_beta0.5_s,False,,,,3.87879544033
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-224_20260711_043313,0.5,0.5,1.383057,-0.002615,274.550994478,1.78979248544,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.12122346843
mc/mc_infill_3_4,mc_infill_3_4_gid-95_20260714_164029,0.5,0.5,1.386751,0.00025,241.52113545,1.90871738045,True,mc/mc_infill_3_4,False,,,,3.37957020808
mc/mc_beta0.5_s,mc_beta0.5_s_gid-836_20260710_101612,0.5,0.5,1.387052,0.003837,207.040020915,2.04555870168,True,mc/mc_beta0.5_s,False,,,,3.67904411574
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-182_20260711_042828,0.5,0.5,1.389151,-0.0196,607.772099567,0.912231668199,True,mc/mc_low_rmu_s_beta0_5,False,,,,1.61403502653
mc/mc_infill_2_3,mc_infill_2_3_gid-557_20260715_041959,0.5,0.5,1.389609,-0.011942,421.961675856,1.34789001169,True,mc/mc_infill_2_3,True,0.111422,421.961676,1.34789,2.31083057274
mc/mc_beta0.5_s,mc_beta0.5_s_gid-329_20260710_102747,0.5,0.5,1.391581,0.001155,232.034430719,1.94446938875,True,mc/mc_beta0.5_s,False,,,,3.466792751
mc/mc_beta0.5_s,mc_beta0.5_s_gid-347_20260710_100911,0.5,0.5,1.39373,0.016265,128.264368564,2.42642821897,True,mc/mc_beta0.5_s,False,,,,4.71237938451
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-365_20260711_043423,0.5,0.5,1.395974,-0.0045,297.962314024,1.70936603914,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.98894935162
mc/mc_infill_2_3,mc_infill_2_3_gid-545_20260715_041800,0.5,0.5,1.39762,-0.016893,530.818921311,1.08049186997,True,mc/mc_infill_2_3,True,0.153818,530.818921,1.080492,1.88918119899
mc/mc_beta0.5_s,mc_beta0.5_s_gid-830_20260710_101612,0.5,0.5,1.399087,0.00203,223.288635306,1.97792227612,True,mc/mc_beta0.5_s,False,,,,3.55777466771
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-116_20260711_042910,0.5,0.5,1.406656,0.002747,216.474520359,2.00440323644,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.6354017378
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-107_20260714_213242,0.5,0.5,1.407392,-0.012212,423.355269333,1.34084693913,True,mc/mc_infill_2_3_a,True,0.12648,423.57406,1.34126,2.33516862597
mc/mc_infill_1_2,mc_infill_1_2_gid-311_20260714_175106,0.5,0.5,1.408027,-0.021425,646.835488143,0.820669512657,True,mc/mc_infill_1_2,False,,,,1.5158347089
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1451_20260710_055046,0.5,0.5,1.408925,0.011131,155.109254807,2.28116882161,True,mc/mc_beta0.5_s,False,,,,4.32894047749
mc/mc_infill_3_4,mc_infill_3_4_gid-5_20260714_162457,0.5,0.5,1.411949,0.004183,203.880764167,2.05593342079,True,mc/mc_infill_3_4,False,,,,3.76661211094
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-419_20260711_043737,0.5,0.5,1.412433,-0.012747,433.046044574,1.31607076909,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.30538808641
mc/mc_infill_1_2,mc_infill_1_2_gid-521_20260714_173804,0.5,0.5,1.41375,-0.023421,684.229971499,0.712314392804,True,mc/mc_infill_1_2,False,,,,1.34838933515
mc/mc_beta0.5_s,mc_beta0.5_s_gid-245_20260710_095718,0.5,0.5,1.413988,0.024482,98.8738389637,2.6035894565,True,mc/mc_beta0.5_s,False,,,,5.41818833682
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-305_20260711_043312,0.5,0.5,1.415491,0.008851,169.314052944,2.21067123376,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.15796134424
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-77_20260715_002400,0.5,0.5,1.417703,-0.005823,314.209207561,1.65433703373,True,mc/mc_infill_2_3_b,True,0.216089,314.252621,1.654376,2.92860059196
mc/mc_beta0.5_s,mc_beta0.5_s_gid-239_20260710_095718,0.5,0.5,1.417929,0.011517,153.150570566,2.29009244667,True,mc/mc_beta0.5_s,False,,,,4.38038793075
mc/mc_beta0.5_s,mc_beta0.5_s_gid-95_20260710_095503,0.5,0.5,1.419125,0.018931,118.181062309,2.48234059133,True,mc/mc_beta0.5_s,False,,,,4.98202828791
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1070_20260710_053701,0.5,0.5,1.421748,0.015285,133.877481923,2.39195612848,True,mc/mc_beta0.5_s,False,,,,4.69371844219
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1268_20260710_054441,0.5,0.5,1.422462,0.005899,190.197351635,2.1138732737,True,mc/mc_beta0.5_s,False,,,,3.93209185544
mc/mc_infill_1_2,mc_infill_1_2_gid-653_20260714_175008,0.5,0.5,1.422972,-0.025676,764.120012036,0.580340882662,True,mc/mc_infill_1_2,False,,,,1.08422470171
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-308_20260711_043312,0.5,0.5,1.424067,-0.011741,411.029524503,1.37285781639,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.42455023251
mc/mc_beta0.5_s,mc_beta0.5_s_gid-17_20260710_094629,0.5,0.5,1.42609,0.006659,184.584501211,2.1385449639,True,mc/mc_beta0.5_s,False,,,,4.00259607946
mc/mc_infill_2_3,mc_infill_2_3_gid-599_20260715_041753,0.5,0.5,1.428086,-0.017146,527.127743657,1.0853899187,True,mc/mc_infill_2_3,True,0.034034,527.127744,1.08539,1.95873545562
mc/mc_infill_3_4,mc_infill_3_4_gid-197_20260714_175438,0.5,0.5,1.430655,0.000694,235.494400808,1.92650477996,True,mc/mc_infill_3_4,False,,,,3.52313936393
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-38_20260711_042823,0.5,0.5,1.433083,-0.005805,312.305664491,1.65822559805,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.97037088856
mc/mc_beta0.5_s,mc_beta0.5_s_gid-791_20260710_101348,0.5,0.5,1.433153,0.022393,106.446736299,2.55282409613,True,mc/mc_beta0.5_s,False,,,,5.28957946687
mc/mc_infill_2_3,mc_infill_2_3_gid-431_20260715_041756,0.5,0.5,1.434969,-0.006881,327.493867164,1.61011363341,True,mc/mc_infill_2_3,True,0.15017,327.493867,1.610114,2.88021341418
mc/mc_infill_1_2,mc_infill_1_2_gid-539_20260714_174609,0.5,0.5,1.435036,-0.02696,813.52501963,0.52361827413,True,mc/mc_infill_1_2,False,,,,1.02018459265
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-101_20260711_042827,0.5,0.5,1.436735,0.005193,195.700600363,2.08806526195,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.90746091605
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-416_20260711_043736,0.5,0.5,1.442787,-0.016322,503.316801314,1.13987678929,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.07217150654
mc/mc_beta0.5_s,mc_beta0.5_s_gid-911_20260710_101826,0.5,0.5,1.443437,0.018022,122.933330194,2.45175728915,True,mc/mc_beta0.5_s,False,,,,4.96036290608
mc/mc_infill_1_2,mc_infill_1_2_gid-635_20260714_175007,0.5,0.5,1.445423,-0.021252,625.106934334,0.859924505654,True,mc/mc_infill_1_2,False,,,,1.6246737702
mc/mc_beta0.5_s,mc_beta0.5_s_gid-1244_20260710_054053,0.5,0.5,1.445805,0.018402,121.524572953,2.45973853329,True,mc/mc_beta0.5_s,False,,,,4.99584535315
mc/mc_beta0.5_s,mc_beta0.5_s_gid-26_20260710_094636,0.5,0.5,1.446405,0.02311,104.822840696,2.56172564377,True,mc/mc_beta0.5_s,False,,,,5.37409044793
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-320_20260711_043314,0.5,0.5,1.446862,0.008446,172.59946432,2.19147530054,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.19607010673
mc/mc_infill_2_3,mc_infill_2_3_gid-197_20260715_040902,0.5,0.5,1.448083,-0.011811,407.794690019,1.37956399218,True,mc/mc_infill_2_3,True,0.172678,407.79469,1.379564,2.4849165862
mc/mc_beta0.5_s,mc_beta0.5_s_gid-8_20260710_094715,0.5,0.5,1.449675,0.027514,92.3133517657,2.643634841,True,mc/mc_beta0.5_s,False,,,,5.7331314788
mc/mc_infill_2_3,mc_infill_2_3_gid-263_20260715_041533,0.5,0.5,1.451725,-0.01152,401.48413355,1.39512366345,True,mc/mc_infill_2_3,True,0.189941,401.484134,1.395124,2.52160255816
mc/mc_infill_1_2,mc_infill_1_2_gid-413_20260714_175037,0.5,0.5,1.452338,-0.024783,719.997660604,0.680318334605,True,mc/mc_infill_1_2,False,,,,1.30053066107
mc/mc_beta0.5_s,mc_beta0.5_s_gid-350_20260710_100239,0.5,0.5,1.454314,0.007374,179.925516221,2.15648021567,True,mc/mc_beta0.5_s,False,,,,4.12598171099
mc/mc_beta0.5_s,mc_beta0.5_s_gid-575_20260710_101037,0.5,0.5,1.457071,0.004142,204.10976595,2.04962364672,True,mc/mc_beta0.5_s,False,,,,3.86894048948
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-440_20260711_043737,0.5,0.5,1.459226,0.01245,149.414036905,2.30466330842,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.54691356075
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-68_20260711_042827,0.5,0.5,1.462119,0.011676,153.683631855,2.28242160607,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.49100389468
mc/mc_infill_3_4,mc_infill_3_4_gid-179_20260714_175005,0.5,0.5,1.463301,0.009304,167.540187006,2.2137056622,True,mc/mc_infill_3_4,False,,,,4.30247280063
mc/mc_infill_2_3,mc_infill_2_3_gid-35_20260715_040901,0.5,0.5,1.466196,-0.00882,353.455388172,1.52951772529,True,mc/mc_infill_2_3,True,0.173271,353.455388,1.529518,2.79102857723
mc/mc_infill_1_2,mc_infill_1_2_gid-437_20260714_175414,0.5,0.5,1.467101,-0.020079,588.925545854,0.943354042471,True,mc/mc_infill_1_2,False,,,,1.81082962572
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-83_20260711_042827,0.5,0.5,1.469962,0.009045,169.323133118,2.20437456797,True,mc/mc_low_rmu_s_beta0_5,False,,,,4.2964793098
mc/mc_beta0.5_s,mc_beta0.5_s_gid-338_20260710_100911,0.5,0.5,1.47041,0.009655,165.58831138,2.22232053557,True,mc/mc_beta0.5_s,False,,,,4.34665112916
mc/mc_infill_1_2,mc_infill_1_2_gid-689_20260714_175638,0.5,0.5,1.471398,-0.025967,734.069657944,0.621876291802,True,mc/mc_infill_1_2,False,,,,1.36336069096
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-155_20260714_213243,0.5,0.5,1.475126,-0.005925,310.126061026,1.66042713714,True,mc/mc_infill_2_3_a,True,0.144228,310.164451,1.660415,3.06852443987
mc/mc_beta0.5_s,mc_beta0.5_s_gid-176_20260710_094939,0.5,0.5,1.476327,0.001318,228.494521373,1.94813738234,True,mc/mc_beta0.5_s,False,,,,3.68356488831
mc/mc_infill_3_4,mc_infill_3_4_gid-47_20260714_165259,0.5,0.5,1.476701,-0.003858,283.53462405,1.74773659353,True,mc/mc_infill_3_4,False,,,,3.25165149556
mc/mc_beta0.5_s,mc_beta0.5_s_gid-977_20260710_102749,0.5,0.5,1.478224,0.012084,152.054879222,2.28892229746,True,mc/mc_beta0.5_s,False,,,,4.55908954288
mc/mc_infill_lt1_beta0_5,mc_infill_lt1_beta0_5_gid-167_20260714_174609,0.5,0.5,1.478568,-0.029298,823.112275954,0.465648958592,True,mc/mc_infill_lt1_beta0_5,False,,,,1.08587381924
mc/mc_wrongbasin_ws,mc_wrongbasin_ws_gid-37_20260713_015221,0.5,0.5,1.478568,-0.020522,595.2397295,0.930655747934,True,mc/mc_wrongbasin_ws,True,0.086656,597.791988,0.922546,1.80434656514
mc/mc_infill_1_2,mc_infill_1_2_gid-35_20260714_180421,0.5,0.5,1.482385,-0.028647,801.034726196,0.492187228341,True,mc/mc_infill_1_2,False,,,,1.12696456481
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-53_20260711_042824,0.5,0.5,1.484667,-0.01263,416.066301197,1.35289271137,True,mc/mc_low_rmu_s_beta0_5,False,,,,2.51514116785
mc/mc_beta0.5_s,mc_beta0.5_s_gid-230_20260710_104027,0.5,0.5,1.485253,0.007988,176.43982213,2.16893070381,True,mc/mc_beta0.5_s,False,,,,4.245572342
mc/mc_beta0.5_s,mc_beta0.5_s_gid-953_20260710_102307,0.5,0.5,1.487119,0.021662,111.76553223,2.51396226023,True,mc/mc_beta0.5_s,False,,,,5.34184679852
mc/mc_beta0.5_s,mc_beta0.5_s_gid-263_20260710_100204,0.5,0.5,1.488485,0.014402,140.838562124,2.34665560461,True,mc/mc_beta0.5_s,False,,,,4.76671803011
mc/mc_infill_2_3,mc_infill_2_3_gid-53_20260715_040901,0.5,0.5,1.489195,-0.013523,431.971923243,1.31061679891,True,mc/mc_infill_2_3,True,0.235251,431.971923,1.310617,2.44877325436
mc/mc_infill_1_2,mc_infill_1_2_gid-173_20260714_174735,0.5,0.5,1.490502,-0.018991,552.535895159,1.02226378703,True,mc/mc_infill_1_2,False,,,,1.97175534402
mc/mc_low_rmu_s_beta0_5,mc_low_rmu_s_beta0_5_gid-395_20260711_043419,0.5,0.5,1.49056,-0.00214,262.960332042,1.81755651528,True,mc/mc_low_rmu_s_beta0_5,False,,,,3.43351842784
mc/mc_beta0.5_s,mc_beta0.5_s_gid-629_20260710_101040,0.5,0.5,1.49111,0.024893,101.898671728,2.57576031169,True,mc/mc_beta0.5_s,False,,,,5.60674924583
